MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,BOROUGH_ID
2019 / 12,Brooklyn,02,2511.599999999999909,583.509999999999991,407.03000000000003,3
2020 / 05,Brooklyn,02,2401.409999999999854,448.019999999999982,463.740000000000009,3
2021 / 01,Brooklyn,02,2419.610000000000127,562.480000000000018,471.840000000000032,3
2021 / 05,Brooklyn,02,2587.159999999999854,518.490000000000009,427.860000000000014,3
2021 / 06,Brooklyn,02,2851.5,569.129999999999995,453.100000000000023,3
2022 / 06,Brooklyn,02,2803.25,535.960000000000036,425.5,3
2023 / 06,Brooklyn,02,2750.889999999999873,492.5,396.04000000000002,3
1991 / 05,Brooklyn,02,1282.100000000000136,,,3
1991 / 09,Brooklyn,02,3150.400000000000091,,,3
1991 / 10,Brooklyn,02,3154.690000000000055,,,3
1991 / 12,Brooklyn,02,3031.099999999999909,,,3
1992 / 04,Brooklyn,02,2873.400000000000091,,,3
1992 / 10,Brooklyn,02,2936.900000000000091,,,3
1993 / 08,Brooklyn,02,2562.5,275.939999999999998,166.719999999999999,3
1993 / 10,Brooklyn,02,2604.300000000000182,347.350000000000023,181.469999999999999,3
1994 / 05,Brooklyn,02,2663.700000000000273,318.060000000000002,183.159999999999997,3
1994 / 08,Brooklyn,02,2725.099999999999909,321.480000000000018,184.280000000000001,3
1995 / 08,Brooklyn,02,2412.400000000000091,254.939999999999998,192.390000000000015,3
1996 / 03,Brooklyn,02,2373.409999999999854,304.110000000000014,178.640000000000015,3
1998 / 08,Brooklyn,02,2173.199999999999818,353.509999999999991,235.189999999999998,3
1999 / 12,Brooklyn,02,2268.550000000000182,554.680000000000064,288.769999999999982,3
2000 / 10,Brooklyn,02,2256.329999999999927,485.519999999999982,238.050000000000011,3
2001 / 05,Brooklyn,02,2508.380000000000109,505.420000000000016,290.79000000000002,3
2002 / 02,Brooklyn,02,1984.610000000000127,412.730000000000018,238.969999999999999,3
2002 / 05,Brooklyn,02,2470.309999999999945,456.769999999999982,278.870000000000005,3
2003 / 04,Brooklyn,02,2718.639999999999873,463.900000000000034,,3
2003 / 06,Brooklyn,02,2818.460000000000036,451.019999999999982,,3
2003 / 12,Brooklyn,02,2745.710000000000036,14.609999999999999,,3
2005 / 06,Brooklyn,02,2468.119999999999891,506.009999999999991,259.930000000000007,3
2006 / 02,Brooklyn,02,1885.350000000000136,386.54000000000002,217.310000000000002,3
2007 / 04,Brooklyn,02,2124.150000000000091,407.199999999999989,232.659999999999997,3
2007 / 10,Brooklyn,02,2382.940000000000055,503.699999999999989,262.5,3
2008 / 01,Brooklyn,02,2202.360000000000127,525.560000000000059,289.389999999999986,3
2008 / 07,Brooklyn,02,2220.619999999999891,436.560000000000002,284.470000000000027,3
2009 / 09,Brooklyn,02,2234.059999999999945,431.329999999999984,273.340000000000032,3
2010 / 12,Brooklyn,02,1795.460000000000036,425.340000000000032,257.45999999999998,3
2011 / 09,Brooklyn,02,2356.849999999999909,472.870000000000005,288.600000000000023,3
2011 / 12,Brooklyn,02,2402.809999999999945,485.060000000000002,300.889999999999986,3
2012 / 07,Brooklyn,02,2352.539999999999964,348.560000000000002,259.620000000000005,3
2013 / 07,Brooklyn,02,2441.490000000000236,362.590000000000032,294.509999999999991,3
2013 / 09,Brooklyn,02,2319.909999999999854,410.54000000000002,266.740000000000009,3
2014 / 01,Brooklyn,02,2332.119999999999891,467.060000000000002,351.470000000000027,3
2014 / 02,Brooklyn,02,2030.900000000000091,356.75,270.120000000000005,3
2014 / 11,Brooklyn,02,2347.429999999999836,420.579999999999984,278.79000000000002,3
2017 / 06,Brooklyn,02,2511.230000000000018,512.590000000000032,389.480000000000018,3
2018 / 03,Brooklyn,02,2367.720000000000255,507.420000000000016,389.269999999999982,3
2018 / 05,Brooklyn,02,2673.980000000000018,527.180000000000064,397.189999999999998,3
2020 / 12,Brooklyn,02,2573.210000000000036,625.82000000000005,487.480000000000018,3
2021 / 03,Brooklyn,02,2652.980000000000018,545.240000000000009,455.150000000000034,3
2021 / 08,Brooklyn,02,2578.480000000000018,503.840000000000032,383.100000000000023,3
2022 / 03,Brooklyn,02,2631.5300000000002,518.980000000000018,409.889999999999986,3
2022 / 08,Brooklyn,02,2656.440000000000055,500.520000000000039,382.680000000000007,3
2023 / 03,Brooklyn,02,2662.480000000000018,498.310000000000002,402.920000000000016,3
2023 / 09,Brooklyn,02,2749.389999999999873,559.5,386.5,3
2023 / 11,Brooklyn,02,2734.849999999999909,514.779999999999973,397.079999999999984,3
2023 / 12,Brooklyn,02,2774.599999999999909,596.220000000000027,409.740000000000009,3
2023 / 08,Brooklyn,02,2738.5,488.060000000000002,376.240000000000009,3
2024 / 01,Brooklyn,02,2689.639999999999873,535.919999999999959,411.680000000000007,3
2023 / 10,Brooklyn,02,2905,513.830000000000041,386.319999999999993,3
2024 / 02,Brooklyn,02,2484,453.980000000000018,356.610000000000014,3
2024 / 03,Brooklyn,02,2674.720000000000255,485.53000000000003,382.269999999999982,3
2024 / 04,Brooklyn,02,2737.159999999999854,476.120000000000005,370.400000000000034,3
2024 / 05,Brooklyn,02,2985,516.060000000000059,401.090000000000032,3
2024 / 07,Brooklyn,02,2829.090000000000146,500.490000000000009,363.769999999999982,3
2024 / 06,Brooklyn,02,2772.110000000000127,492.310000000000002,369.389999999999986,3
2024 / 08,Brooklyn,02,2815.7800000000002,499.810000000000002,370.199999999999989,3
2024 / 09,Brooklyn,02,2663.829999999999927,501.930000000000007,352.639999999999986,3
2024 / 10,Brooklyn,02,2904.470000000000255,527.759999999999991,377.470000000000027,3
2024 / 11,Brooklyn,02,2820.980000000000018,506.699999999999989,373.25,3
2024 / 12,Brooklyn,02,663.419999999999959,142.430000000000007,105.280000000000001,3
